time,high,low,open,close,volume
2022-02-19 23:00:00,2768.65,2739.0,2744.28,2764.5,27496442.915
2022-02-20 00:00:00,2765.19,2728.22,2764.5,2730.92,41991205.395600006
2022-02-20 01:00:00,2745.14,2704.07,2730.92,2740.28,147390481.6904
2022-02-20 02:00:00,2742.76,2711.72,2740.28,2713.05,40924156.671000004
2022-02-20 03:00:00,2722.57,2699.89,2713.05,2714.32,55344823.8544
2022-02-20 04:00:00,2718.97,2682.01,2714.32,2686.0,112960524.33000001
2022-02-20 05:00:00,2696.04,2656.98,2686.0,2658.32,70739034.74000001
2022-02-20 06:00:00,2666.75,2624.05,2658.32,2637.83,123523244.64950001
2022-02-20 07:00:00,2658.7,2632.26,2637.83,2655.27,69873640.4659
2022-02-20 08:00:00,2655.94,2604.23,2655.27,2606.72,83926116.132
2022-02-20 09:00:00,2633.55,2601.43,2606.72,2623.44,50872031.554000005
2022-02-20 10:00:00,2642.7,2614.87,2623.44,2615.16,30093762.9348
2022-02-20 11:00:00,2647.51,2612.03,2615.16,2644.02,28203551.7182
2022-02-20 12:00:00,2665.14,2623.1,2644.02,2624.88,39025180.1424
2022-02-20 13:00:00,2640.95,2621.35,2624.88,2630.94,36320355.4442
2022-02-20 14:00:00,2637.47,2603.23,2630.94,2627.33,53043755.1999
2022-02-20 15:00:00,2662.75,2625.4,2627.33,2655.22,68490944.2506
2022-02-20 16:00:00,2676.62,2633.82,2655.22,2647.42,64392368.7034
2022-02-20 17:00:00,2661.51,2637.66,2647.42,2647.24,46210108.3692
2022-02-20 18:00:00,2669.72,2641.43,2647.24,2663.56,52057783.9252
2022-02-20 19:00:00,2663.88,2645.74,2663.56,2650.43,51362022.872099996
2022-02-20 20:00:00,2650.65,2623.75,2650.43,2626.84,41933551.269600004
2022-02-20 21:00:00,2633.27,2576.75,2626.84,2599.19,127231786.7176
2022-02-20 22:00:00,2656.16,2598.87,2599.19,2654.63,71269441.0429
2022-02-20 23:00:00,2667.77,2620.27,2654.63,2622.7,69911402.83899999
2022-02-21 00:00:00,2671.28,2606.6,2622.7,2669.88,76935065.09760001
2022-02-21 01:00:00,2734.46,2658.55,2669.88,2715.38,183839276.312
2022-02-21 02:00:00,2732.91,2713.88,2715.38,2724.01,47747857.16430001
2022-02-21 03:00:00,2740.49,2706.47,2724.01,2712.99,50617359.0836
2022-02-21 04:00:00,2750.75,2712.53,2712.99,2745.95,60733854.094
2022-02-21 05:00:00,2756.73,2735.7,2745.95,2739.32,49007966.730399996
2022-02-21 06:00:00,2744.96,2731.02,2739.32,2744.35,33198976.059
2022-02-21 07:00:00,2756.3,2734.84,2744.35,2749.75,48489142.120000005
2022-02-21 08:00:00,2759.38,2718.8,2749.75,2721.04,52585055.0704
2022-02-21 09:00:00,2732.71,2708.76,2721.04,2714.14,33997727.212799996
2022-02-21 10:00:00,2720.76,2668.32,2714.14,2682.23,173878674.6411
2022-02-21 11:00:00,2691.44,2608.57,2682.23,2628.71,278964234.6457
2022-02-21 12:00:00,2636.54,2593.51,2628.71,2611.25,111467200.86500001
2022-02-21 13:00:00,2624.3,2583.68,2611.25,2609.22,99443928.5058
2022-02-21 14:00:00,2727.14,2598.11,2609.22,2704.4,196796629.444
2022-02-21 15:00:00,2752.83,2703.26,2704.4,2725.46,134286115.1326
2022-02-21 16:00:00,2745.27,2706.92,2725.46,2711.7,46408527.349999994
2022-02-21 17:00:00,2733.4,2693.39,2711.7,2695.93,64340859.9281
2022-02-21 18:00:00,2704.56,2608.46,2695.93,2643.47,213560276.8281
2022-02-21 19:00:00,2661.78,2620.41,2643.47,2655.11,120532744.9904
2022-02-21 20:00:00,2666.12,2631.26,2655.11,2651.63,36199916.6694
2022-02-21 21:00:00,2676.37,2578.21,2651.63,2585.97,125705543.166
2022-02-21 22:00:00,2639.77,2570.66,2585.97,2621.27,158345877.74019998
2022-02-21 23:00:00,2629.46,2561.64,2621.27,2570.15,163192389.18550003
2022-02-22 00:00:00,2609.13,2554.97,2570.15,2597.94,118661945.61899999
2022-02-22 01:00:00,2621.41,2569.32,2597.94,2602.43,95077469.79429999
2022-02-22 02:00:00,2602.43,2567.3,2602.43,2578.69,70391047.751
2022-02-22 03:00:00,2579.98,2510.05,2578.69,2519.3,216754645.70200002
2022-02-22 04:00:00,2540.96,2511.07,2519.3,2512.11,71623760.796
2022-02-22 05:00:00,2548.46,2502.79,2512.11,2505.42,123121005.9382
2022-02-22 06:00:00,2534.56,2503.7,2505.42,2530.36,65390387.9524
2022-02-22 07:00:00,2536.54,2509.47,2530.36,2516.86,53542947.215399995
2022-02-22 08:00:00,2555.71,2516.44,2516.86,2551.79,71296047.4647
2022-02-22 09:00:00,2558.02,2538.03,2551.79,2546.32,40382007.080400005
2022-02-22 10:00:00,2605.63,2541.68,2546.32,2597.76,109613725.2496
2022-02-22 11:00:00,2605.52,2579.99,2597.76,2590.97,46865416.6609
2022-02-22 12:00:00,2624.25,2569.18,2590.97,2605.47,75682756.0515
2022-02-22 13:00:00,2624.56,2578.55,2605.47,2614.89,59823114.93439999
2022-02-22 14:00:00,2659.8,2572.05,2614.89,2646.93,167522914.3274
2022-02-22 15:00:00,2666.02,2620.02,2646.93,2626.04,126989121.13839999
2022-02-22 16:00:00,2635.56,2589.22,2626.04,2604.17,123616297.0574
2022-02-22 17:00:00,2614.19,2583.87,2604.17,2595.83,59977070.1677
2022-02-22 18:00:00,2614.88,2586.73,2595.83,2594.26,59156078.206
2022-02-22 19:00:00,2641.37,2582.54,2594.26,2634.94,136304535.1512
2022-02-22 20:00:00,2646.35,2592.98,2634.94,2603.58,133431205.7452
2022-02-22 21:00:00,2623.17,2603.51,2603.58,2607.72,50260863.4972
2022-02-22 22:00:00,2614.37,2593.73,2607.72,2605.58,35827137.4336
2022-02-22 23:00:00,2657.15,2604.81,2605.58,2638.81,65832580.9219
2022-02-23 00:00:00,2655.99,2623.35,2638.81,2627.99,66285349.6348
2022-02-23 01:00:00,2629.17,2612.03,2627.99,2624.13,44828598.9887
2022-02-23 02:00:00,2655.12,2600.41,2624.13,2615.56,82425252.3864
2022-02-23 03:00:00,2626.42,2610.21,2615.56,2626.16,31193699.0184
2022-02-23 04:00:00,2661.53,2622.49,2626.16,2652.9,56407389.607
2022-02-23 05:00:00,2666.35,2645.5,2652.9,2659.28,54727586.68800001
2022-02-23 06:00:00,2675.67,2657.81,2659.28,2661.39,62404001.5412
2022-02-23 07:00:00,2699.57,2659.0,2661.39,2697.69,72009655.41929999
2022-02-23 08:00:00,2723.17,2684.38,2697.69,2704.16,91037182.072
2022-02-23 09:00:00,2725.18,2700.69,2704.16,2715.87,51715539.032000005
2022-02-23 10:00:00,2725.31,2702.12,2715.87,2719.5,43587562.614999995
2022-02-23 11:00:00,2739.43,2707.21,2719.5,2721.89,89961607.12239999
2022-02-23 12:00:00,2751.52,2719.41,2721.89,2743.33,60978070.551
2022-02-23 13:00:00,2755.04,2729.77,2743.33,2733.93,73961062.9329
2022-02-23 14:00:00,2739.13,2705.54,2733.93,2708.05,110362273.583
2022-02-23 15:00:00,2709.44,2685.64,2708.05,2689.52,117790509.14320001
2022-02-23 16:00:00,2717.27,2679.74,2689.52,2713.02,89715587.3768
2022-02-23 17:00:00,2731.64,2665.15,2713.02,2668.32,114094399.9052
2022-02-23 18:00:00,2669.82,2639.48,2668.32,2650.96,115525510.7444
2022-02-23 19:00:00,2664.22,2621.19,2650.96,2634.99,118434411.8438
2022-02-23 20:00:00,2641.48,2611.03,2634.99,2623.28,116701837.4068
2022-02-23 21:00:00,2636.1,2610.24,2623.28,2620.13,64649628.2031
2022-02-23 22:00:00,2639.02,2599.73,2620.13,2638.1,59065223.774
2022-02-23 23:00:00,2638.22,2578.18,2638.1,2580.97,86120341.694
2022-02-24 00:00:00,2594.07,2561.21,2580.97,2562.0,96356810.1
2022-02-24 01:00:00,2577.05,2548.71,2562.0,2572.5,87290851.27000001
2022-02-24 02:00:00,2577.19,2496.49,2572.5,2499.67,163606604.3774
2022-02-24 03:00:00,2499.85,2394.39,2499.67,2397.15,542830772.0239999
2022-02-24 04:00:00,2411.66,2359.79,2397.15,2402.86,453856378.46520007
2022-02-24 05:00:00,2407.96,2302.3,2402.86,2334.22,286663271.3038
2022-02-24 06:00:00,2355.69,2329.67,2334.22,2341.9,159910682.52899998
2022-02-24 07:00:00,2396.58,2303.06,2341.9,2371.56,194204965.77560002
2022-02-24 08:00:00,2421.18,2362.0,2371.56,2383.58,172497914.2432
2022-02-24 09:00:00,2411.66,2366.46,2383.58,2370.81,106172482.1151
2022-02-24 10:00:00,2380.9,2333.97,2370.81,2363.0,128724878.67
2022-02-24 11:00:00,2396.76,2336.13,2363.0,2396.04,128784198.86840001
2022-02-24 12:00:00,2396.59,2359.3,2396.04,2369.49,83291248.08309999
2022-02-24 13:00:00,2412.5,2351.61,2369.49,2394.6,136930042.198
2022-02-24 14:00:00,2445.85,2377.55,2394.6,2440.46,285538812.23020005
2022-02-24 15:00:00,2477.96,2418.28,2440.46,2457.89,278201442.57359993
2022-02-24 16:00:00,2492.44,2452.97,2457.89,2476.6,220733123.55400002
2022-02-24 17:00:00,2478.55,2432.25,2476.6,2436.97,122995085.46329999
2022-02-24 18:00:00,2555.12,2435.4,2436.97,2528.29,240330527.4906
2022-02-24 19:00:00,2601.82,2515.94,2528.29,2600.38,250203819.65060002
2022-02-24 20:00:00,2708.0,2599.67,2600.38,2650.48,419015731.4972
2022-02-24 21:00:00,2655.85,2620.34,2650.48,2637.28,92434277.94160001
2022-02-24 22:00:00,2642.19,2547.4,2637.28,2566.69,83865910.4719
2022-02-24 23:00:00,2604.23,2566.58,2566.69,2597.94,56338949.6048
2022-02-25 00:00:00,2631.26,2585.33,2597.94,2586.57,76322391.51910001
2022-02-25 01:00:00,2648.18,2585.17,2586.57,2631.13,78280715.1402
2022-02-25 02:00:00,2650.65,2626.31,2631.13,2641.05,52398700.236499995
2022-02-25 03:00:00,2641.64,2607.42,2641.05,2638.06,65732500.9638
2022-02-25 04:00:00,2640.06,2613.88,2638.06,2618.72,39889287.6252
2022-02-25 05:00:00,2625.0,2587.1,2618.72,2607.22,45784130.2808
2022-02-25 06:00:00,2638.29,2598.14,2607.22,2634.94,47581442.893
2022-02-25 07:00:00,2645.9,2610.51,2634.94,2614.69,52946987.1178
2022-02-25 08:00:00,2619.01,2593.53,2614.69,2609.71,61926149.1562
2022-02-25 09:00:00,2624.98,2573.59,2609.71,2618.59,76103941.4173
2022-02-25 10:00:00,2626.23,2608.32,2618.59,2618.14,41586605.5566
2022-02-25 11:00:00,2641.09,2600.69,2618.14,2634.01,53047042.5411
2022-02-25 12:00:00,2715.03,2634.01,2634.01,2709.02,145202265.0058
2022-02-25 13:00:00,2733.88,2704.08,2709.02,2712.85,139585334.9695
2022-02-25 14:00:00,2715.68,2679.92,2712.85,2682.32,178135927.3844
2022-02-25 15:00:00,2744.6,2658.05,2682.32,2735.85,176347884.814
2022-02-25 16:00:00,2746.99,2704.41,2735.85,2726.94,113848587.26120001
2022-02-25 17:00:00,2732.38,2686.29,2726.94,2694.36,84301890.062
2022-02-25 18:00:00,2700.86,2669.06,2694.36,2676.17,72716270.616
2022-02-25 19:00:00,2705.21,2668.42,2676.17,2679.57,72348042.5636
2022-02-25 20:00:00,2720.42,2670.17,2679.57,2715.74,85183078.52739999
2022-02-25 21:00:00,2730.52,2703.68,2715.74,2709.34,50865835.51280001
2022-02-25 22:00:00,2799.47,2695.78,2709.34,2795.84,88182640.516
2022-02-25 23:00:00,2836.6,2752.52,2795.84,2769.0,239370820.83999997
2022-02-26 00:00:00,2872.94,2764.59,2769.0,2833.37,180816904.05400002
2022-02-26 01:00:00,2845.19,2808.88,2833.37,2820.21,57401622.8756
2022-02-26 02:00:00,2824.95,2802.22,2820.21,2804.38,47776956.4128
2022-02-26 03:00:00,2807.84,2783.91,2804.38,2795.56,58324865.5544
2022-02-26 04:00:00,2823.6,2795.14,2795.56,2809.89,62512892.9889
2022-02-26 05:00:00,2811.31,2772.21,2809.89,2777.84,50180182.4772
2022-02-26 06:00:00,2791.96,2776.44,2777.84,2780.68,27373980.3412
2022-02-26 07:00:00,2793.31,2759.43,2780.68,2793.05,56346065.926
2022-02-26 08:00:00,2816.62,2745.13,2793.05,2756.41,64991737.192
2022-02-26 09:00:00,2764.36,2730.21,2756.41,2750.14,44285470.772199996
2022-02-26 10:00:00,2776.46,2746.18,2750.14,2771.29,30700219.8177
2022-02-26 11:00:00,2780.07,2741.4,2771.29,2753.62,54531352.407800004
2022-02-26 12:00:00,2765.5,2744.68,2753.62,2763.86,24409772.1138
2022-02-26 13:00:00,2786.25,2761.4,2763.86,2773.14,37666170.896
2022-02-26 14:00:00,2797.07,2760.75,2773.14,2784.93,46665032.7026
2022-02-26 15:00:00,2808.27,2781.74,2784.93,2787.24,48512160.88159999
2022-02-26 16:00:00,2799.34,2783.0,2787.24,2792.47,47741125.7061
2022-02-26 17:00:00,2797.99,2785.03,2792.47,2793.25,28001990.28
2022-02-26 18:00:00,2795.2,2767.43,2793.25,2795.2,45928563.82
2022-02-26 19:00:00,2834.13,2794.54,2795.2,2810.79,70454136.16319999
2022-02-26 20:00:00,2835.16,2810.45,2810.79,2825.31,28470447.034599997
2022-02-26 21:00:00,2856.53,2820.92,2825.31,2826.82,59478905.227
2022-02-26 22:00:00,2828.24,2791.51,2826.82,2797.33,46650344.5236
2022-02-26 23:00:00,2797.67,2767.14,2797.33,2780.32,56236806.9816
2022-02-27 00:00:00,2791.09,2743.82,2780.32,2750.25,61652669.620000005
2022-02-27 01:00:00,2755.39,2683.97,2750.25,2684.04,127974667.7572
2022-02-27 02:00:00,2714.35,2680.43,2684.04,2711.6,59109556.758
2022-02-27 03:00:00,2729.6,2710.0,2711.6,2718.36,94192362.3624
2022-02-27 04:00:00,2721.49,2702.26,2718.36,2707.12,37528252.91
2022-02-27 05:00:00,2724.55,2699.31,2707.12,2710.28,48985941.56
2022-02-27 06:00:00,2738.05,2709.46,2710.28,2734.01,32965090.1836
2022-02-27 07:00:00,2745.82,2733.95,2734.01,2738.68,35144451.882
2022-02-27 08:00:00,2747.91,2724.65,2738.68,2744.62,34833772.7462
2022-02-27 09:00:00,2772.79,2737.59,2744.62,2770.56,44710714.501200005
2022-02-27 10:00:00,2817.67,2760.28,2770.56,2813.77,46352287.5616
2022-02-27 11:00:00,2831.85,2788.86,2813.77,2822.38,61570683.393199995
2022-02-27 12:00:00,2835.86,2805.54,2822.38,2830.6,52575091.338
2022-02-27 13:00:00,2832.79,2720.94,2830.6,2780.64,134215405.43399999
2022-02-27 14:00:00,2788.83,2748.35,2780.64,2762.47,69353785.42879999
2022-02-27 15:00:00,2820.75,2757.68,2762.47,2809.83,82643167.9504
2022-02-27 16:00:00,2810.03,2765.84,2809.83,2778.09,90943008.7653
2022-02-27 17:00:00,2779.72,2765.16,2778.09,2766.63,60335274.906
2022-02-27 18:00:00,2769.1,2731.85,2766.63,2738.85,71555394.8615
2022-02-27 19:00:00,2748.15,2600.77,2738.85,2608.04,316743247.7144
2022-02-27 20:00:00,2658.69,2590.04,2608.04,2635.2,282188294.806
2022-02-27 21:00:00,2638.93,2560.39,2635.2,2605.01,160426411.4963
2022-02-27 22:00:00,2640.35,2598.24,2605.01,2630.45,49440933.8155
2022-02-27 23:00:00,2632.91,2582.47,2630.45,2617.32,114971847.178
2022-02-28 00:00:00,2626.05,2591.46,2617.32,2606.43,78421063.3105
2022-02-28 01:00:00,2680.27,2606.29,2606.43,2645.46,162353306.9878
2022-02-28 02:00:00,2653.97,2595.43,2645.46,2612.11,100124316.17300001
2022-02-28 03:00:00,2620.86,2601.71,2612.11,2609.0,48955784.620000005
2022-02-28 04:00:00,2632.97,2603.78,2609.0,2611.91,38728730.4955
2022-02-28 05:00:00,2624.07,2604.95,2611.91,2611.44,38419888.8768
2022-02-28 06:00:00,2630.03,2571.64,2611.44,2606.61,112170124.6241
2022-02-28 07:00:00,2652.08,2600.56,2606.61,2636.85,89953586.161
2022-02-28 08:00:00,2657.35,2619.37,2636.85,2627.79,61715307.739
2022-02-28 09:00:00,2643.33,2616.55,2627.79,2616.58,41091902.415
2022-02-28 10:00:00,2647.68,2614.63,2616.58,2640.77,38005339.1483
2022-02-28 11:00:00,2647.51,2623.67,2640.77,2642.03,47207788.9867
2022-02-28 12:00:00,2667.17,2629.17,2642.03,2636.11,63616257.6934
2022-02-28 13:00:00,2641.13,2608.98,2636.11,2619.78,68999024.6216
2022-02-28 14:00:00,2764.77,2617.18,2619.78,2759.14,353677514.4826
2022-02-28 15:00:00,2829.42,2741.31,2759.14,2817.34,375255399.21819997
2022-02-28 16:00:00,2832.1,2799.16,2817.34,2811.45,200514943.961
2022-02-28 17:00:00,2820.21,2791.53,2811.45,2816.44,145726026.342
2022-02-28 18:00:00,2823.23,2798.05,2816.44,2809.41,89386798.6706
2022-02-28 19:00:00,2809.93,2792.67,2809.41,2807.17,79042462.64
2022-02-28 20:00:00,2835.62,2799.14,2807.17,2832.92,118312631.10360001
2022-02-28 21:00:00,2833.57,2811.26,2832.92,2821.43,50325720.0941
2022-02-28 22:00:00,2945.2,2820.06,2821.43,2910.16,238256540.50239998
2022-02-28 23:00:00,2921.41,2898.64,2910.16,2919.85,146497272.919
2022-03-01 00:00:00,2958.14,2919.48,2919.85,2944.75,162688957.8775
2022-03-01 01:00:00,2948.08,2916.38,2944.75,2917.68,95686187.84560001
2022-03-01 02:00:00,2921.15,2907.67,2917.68,2917.45,63319736.657
2022-03-01 03:00:00,2918.78,2892.99,2917.45,2913.54,77396302.92559999
2022-03-01 04:00:00,2931.71,2907.71,2913.54,2926.44,60346898.5352
2022-03-01 05:00:00,2934.52,2908.98,2926.44,2913.91,43668678.7394
2022-03-01 06:00:00,2923.07,2885.46,2913.91,2917.51,69078841.1553
2022-03-01 07:00:00,2931.14,2914.71,2917.51,2921.63,50578095.0783
2022-03-01 08:00:00,2930.91,2909.8,2921.63,2925.69,62949526.602
2022-03-01 09:00:00,2925.69,2889.87,2925.69,2895.24,59894467.757599995
2022-03-01 10:00:00,2919.68,2861.91,2895.24,2918.14,117245916.7028
2022-03-01 11:00:00,2926.82,2891.69,2918.14,2904.05,103968759.7405
2022-03-01 12:00:00,2950.75,2902.57,2904.05,2949.86,130529069.76140001
2022-03-01 13:00:00,3026.21,2947.73,2949.86,3023.17,272106456.4462
2022-03-01 14:00:00,3035.04,2979.59,3023.17,2981.33,256734550.03210002
2022-03-01 15:00:00,2985.21,2941.83,2981.33,2945.19,162455318.5309
2022-03-01 16:00:00,2963.15,2900.42,2945.19,2907.68,138273816.7408
2022-03-01 17:00:00,2954.35,2905.57,2907.68,2933.76,105270551.39520001
2022-03-01 18:00:00,2957.89,2921.26,2933.76,2954.66,103177913.803
2022-03-01 19:00:00,2974.47,2945.46,2954.66,2948.05,101968309.616
2022-03-01 20:00:00,2976.5,2946.24,2948.05,2974.09,109678776.4351
2022-03-01 21:00:00,2980.98,2941.62,2974.09,2954.73,85795041.24610001
2022-03-01 22:00:00,2976.05,2948.03,2954.73,2974.79,46079787.7492
2022-03-01 23:00:00,2979.94,2952.93,2974.79,2976.59,72687147.1691
2022-03-02 00:00:00,2978.09,2928.81,2976.59,2940.55,97462827.53
2022-03-02 01:00:00,2957.49,2916.52,2940.55,2930.24,73445627.0844
2022-03-02 02:00:00,2946.51,2917.72,2930.24,2944.64,61900593.464
2022-03-02 03:00:00,3028.47,2940.29,2944.64,3017.82,148489910.29839998
2022-03-02 04:00:00,3035.58,2991.71,3017.82,2998.76,138591000.72680002
2022-03-02 05:00:00,3008.17,2979.99,2998.76,3002.62,65947859.3592
2022-03-02 06:00:00,3003.68,2968.09,3002.62,2968.72,57498558.997999996
2022-03-02 07:00:00,2981.04,2958.92,2968.72,2968.32,94872792.5476
2022-03-02 08:00:00,3008.06,2954.69,2968.32,2978.53,91415031.6429
2022-03-02 09:00:00,3005.51,2974.1,2978.53,2992.15,69518947.362
2022-03-02 10:00:00,3025.94,2991.59,2992.15,3010.75,82983399.0675
2022-03-02 11:00:00,3010.93,2991.41,3010.75,3007.07,51552165.577700004
2022-03-02 12:00:00,3027.76,2965.11,3007.07,2987.41,85159019.7693
2022-03-02 13:00:00,2990.79,2930.67,2987.41,2940.65,100969666.304
2022-03-02 14:00:00,3026.34,2940.22,2940.65,3011.71,166856641.6745
2022-03-02 15:00:00,3019.58,2953.74,3011.71,2954.76,304379025.86480004
2022-03-02 16:00:00,2981.87,2948.65,2954.76,2968.26,102141971.76380001
2022-03-02 17:00:00,2975.82,2947.41,2968.26,2949.58,82503218.5088
2022-03-02 18:00:00,2965.19,2920.54,2949.58,2925.89,78273320.88679999
2022-03-02 19:00:00,2942.59,2917.14,2925.89,2933.35,65647394.3845
2022-03-02 20:00:00,2952.03,2931.08,2933.35,2950.42,52277939.157000005
2022-03-02 21:00:00,2967.15,2942.04,2950.42,2966.96,54702597.4892
2022-03-02 22:00:00,2985.8,2960.24,2966.96,2962.86,56830112.658
2022-03-02 23:00:00,2969.82,2947.55,2962.86,2949.03,37356653.0374
2022-03-03 00:00:00,2971.29,2933.75,2949.03,2966.93,71823709.80399999
2022-03-03 01:00:00,2967.24,2940.45,2966.93,2948.7,45463281.092999995
2022-03-03 02:00:00,2948.7,2921.29,2948.7,2933.38,42531749.0456
2022-03-03 03:00:00,2934.76,2891.24,2933.38,2896.07,91797201.9682
2022-03-03 04:00:00,2910.94,2888.68,2896.07,2902.07,56411114.8743
2022-03-03 05:00:00,2914.37,2896.14,2902.07,2901.68,37916202.444
2022-03-03 06:00:00,2915.8,2877.1,2901.68,2915.76,77227518.90760002
2022-03-03 07:00:00,2921.25,2901.71,2915.76,2905.3,24253538.265
2022-03-03 08:00:00,2918.01,2898.46,2905.3,2905.57,19657492.113300003
2022-03-03 09:00:00,2908.09,2882.71,2905.57,2886.34,36109646.949200004
2022-03-03 10:00:00,2912.43,2879.43,2886.34,2909.43,34365968.3658
2022-03-03 11:00:00,2934.67,2905.25,2909.43,2915.28,31011411.669200003
2022-03-03 12:00:00,2931.13,2906.18,2915.28,2915.44,28339916.843599997
2022-03-03 13:00:00,2930.12,2912.27,2915.44,2928.47,80231554.0879
2022-03-03 14:00:00,2935.02,2883.89,2928.47,2887.53,121517100.5211
2022-03-03 15:00:00,2890.11,2820.59,2887.53,2829.73,231520794.8825
2022-03-03 16:00:00,2838.31,2812.73,2829.73,2822.11,123162142.12009999
2022-03-03 17:00:00,2829.29,2790.6,2822.11,2822.42,165603512.40060002
2022-03-03 18:00:00,2835.93,2812.02,2822.42,2816.53,118317552.2415
2022-03-03 19:00:00,2822.87,2802.88,2816.53,2816.43,75074639.616
2022-03-03 20:00:00,2822.68,2796.45,2816.43,2804.03,80089290.25240001
2022-03-03 21:00:00,2814.26,2794.35,2804.03,2805.9,65726183.092999995
2022-03-03 22:00:00,2841.39,2804.54,2805.9,2834.07,70122666.1128
2022-03-03 23:00:00,2849.15,2828.45,2834.07,2833.71,48177767.82880001
2022-03-04 00:00:00,2834.95,2740.96,2833.71,2746.58,220964002.039
2022-03-04 01:00:00,2747.47,2704.19,2746.58,2734.52,238548700.51520002
2022-03-04 02:00:00,2736.03,2721.06,2734.52,2726.45,63427515.866
2022-03-04 03:00:00,2729.03,2714.4,2726.45,2725.56,82269230.9228
2022-03-04 04:00:00,2733.88,2711.68,2725.56,2728.03,80874720.1719
2022-03-04 05:00:00,2732.53,2719.0,2728.03,2725.4,55093202.252000004
2022-03-04 06:00:00,2734.56,2720.13,2725.4,2725.05,45397933.689500004
2022-03-04 07:00:00,2730.35,2719.21,2725.05,2729.19,33950953.744100004
2022-03-04 08:00:00,2748.68,2707.57,2729.19,2742.02,85436379.37979999
2022-03-04 09:00:00,2747.94,2719.59,2742.02,2728.73,57191941.7585
2022-03-04 10:00:00,2748.03,2727.54,2728.73,2741.6,45341028.934
2022-03-04 11:00:00,2757.58,2737.61,2741.6,2750.98,39004524.392000005
2022-03-04 12:00:00,2751.8,2722.95,2750.98,2725.67,43138790.7727
2022-03-04 13:00:00,2747.78,2719.9,2725.67,2723.36,83177840.78600001
2022-03-04 14:00:00,2723.73,2681.83,2723.36,2703.55,193302228.769
2022-03-04 15:00:00,2710.73,2667.72,2703.55,2673.4,163668005.74
2022-03-04 16:00:00,2683.8,2653.99,2673.4,2676.38,98867720.91679999
2022-03-04 17:00:00,2696.5,2671.21,2676.38,2690.81,61943471.5294
2022-03-04 18:00:00,2696.62,2672.37,2690.81,2672.69,45679528.4613
2022-03-04 19:00:00,2674.5,2614.0,2672.69,2616.35,138021357.3545
2022-03-04 20:00:00,2628.27,2601.42,2616.35,2617.71,145406778.94480002
2022-03-04 21:00:00,2626.72,2606.5,2617.71,2609.12,85078015.67320001
2022-03-04 22:00:00,2615.96,2577.66,2609.12,2614.14,84854880.47760001
2022-03-04 23:00:00,2624.23,2608.84,2614.14,2622.51,38374827.4251
2022-03-05 00:00:00,2622.73,2598.26,2622.51,2598.35,51572003.2425
2022-03-05 01:00:00,2617.83,2591.96,2598.35,2612.64,38098857.6848
2022-03-05 02:00:00,2620.07,2608.55,2612.64,2613.91,21075192.921800002
2022-03-05 03:00:00,2630.23,2611.32,2613.91,2626.66,38701392.0228
2022-03-05 04:00:00,2627.68,2613.34,2626.66,2618.94,28251300.1004
2022-03-05 05:00:00,2627.66,2616.64,2618.94,2624.78,17029892.9708
2022-03-05 06:00:00,2633.08,2623.41,2624.78,2625.54,16698017.946800001
2022-03-05 07:00:00,2641.89,2624.4,2625.54,2637.74,23127033.183399998
2022-03-05 08:00:00,2654.77,2633.81,2637.74,2651.86,20613610.4816
2022-03-05 09:00:00,2658.11,2642.87,2651.86,2649.65,14289825.200000001
2022-03-05 10:00:00,2654.34,2635.9,2649.65,2648.68,25377092.0204
